ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber
L13.3326,1429 W SCHWARTZ BLVD,The Village of Country Club Hills,Lake,Manufactured Home,209000,2,2,1388,"1 Car, plus Golf Car Garage",,28.95104517,-81.95126032,A,P,,244939
L13.3394,1112 PARADISE DR,The Village of Country Club Hills,Lake,Manufactured Home,199900,2,2,1336,,,28.95192525,-81.95100102,A,P,,245679
L13.3438,1125 PARADISE DR,The Village of Country Club Hills,Lake,Manufactured Home,224900,2,2,1440,,,28.95230996,-81.95168027,A,P,,245858
S14.143,702 ANTONIA LN,The Village de La Vista,Sumter,Sedona III,329900,3,2,1632,2 Car Garage,,28.93179397,-81.96750589,A,P,yd23pOKVChg,245580
S14.162,717 DEL ROSARIO ST,The Village de La Vista,Sumter,Sierra,387111,3,2,1712,2 Car Garage,,28.93204076,-81.96591688,A,P,,244935
S692.20,603 ENCONTO ST,The Village de La Vista,Sumter,Senora,294900,2,1,1082,"1 Car, plus Golf Car Garage",,28.93040136,-81.95956415,A,P,,245369
L14.4719,1222 DEL TORO DR,The Village Del Mar,Lake,Ranch Home,229000,2,1,936,,,28.93118946,-81.95298111,A,P,,244837
L14.4807,724 PRADO DR,The Village Del Mar,Lake,Site Built,269000,2,2,1294,,,28.93283787,-81.95315441,A,P,,245293
L14.4865,1205 PANAMA PL,The Village Del Mar,Lake,Manufactured Home,239900,2,2,1326,,,28.93548207,-81.95297545,A,P,,245309
L14.4923,823 BOLIVAR ST,The Village Del Mar,Lake,Gulf Breeze,299000,2,2,1456,,,28.93437714,-81.9505154,A,P,UcvNZacvXxo,246038
L15.4945,1125 DEL TORO DR,The Village Del Mar,Lake,Monterey,389900,2,2,1569,,,28.93127957,-81.94826364,A,P,,245389
L16.5142,757 CORTEZ AVE,The Village El Cortez,Lake,Site Built,252900,2,2,1300,,,28.93465103,-81.94227967,A,P,,244468
L16.5143,755 CORTEZ AVE,The Village El Cortez,Lake,Palm Bay,289000,2,2,1336,,,28.93466307,-81.94210159,A,P,,245217
L16.5290,857 CORTEZ AVE,The Village El Cortez,Lake,Boca Grande,469900,3,2,1834,2 Car Garage,,28.93236982,-81.94669657,A,P,3BV3lnSgVx0,244860
S33.90,3065 GLENWOOD PL,The Village of Glenbrook,Sumter,Ashland III,379000,3,2,1490,2 Car Garage,,28.94802825,-82.00341483,A,P,,245965
S34.271,1128 OAK FOREST DR,The Village of Glenbrook,Sumter,Carolina III,339900,3,2,1392,2 Car Garage,,28.94138281,-82.0010918,A,P,,245532
S37.109,1264 NILES CT,The Village of Glenbrook,Sumter,Flagler,449500,3,2,2044,2 Car Garage,,28.94428709,-82.00803563,A,P,,245275
S39.148,3456 STERLING ST,The Village of Glenbrook,Sumter,Pinellas,449000,3,2,2230,2 Car Garage,,28.95120411,-82.01288043,A,P,,245953
S9.116,1453 SAN CLEMENTE CT,The Village Hacienda,Sumter,La Costa,419900,2,2.5,1748,2 Car Garage,Swimming Pool,28.94676501,-81.95917126,A,P,,245157
L22.6064,914 VENTURA DR,The Village La Reynalda,Lake,Vera Cruz,350000,3,2,1842,2 Car Garage,,28.9253035,-81.94346897,A,P,,245917
L23.6158,1010 SIERRA BLANCA CT,The Village La Zamora,Lake,Rancho Mirage,578500,3,2,2250,2 Car Garage,,28.91647581,-81.94675494,A,P,pM9xSJM6VAk,244435
S634.30,1619 SUMMERCHASE LOOP,The Village of Belle Aire,Sumter,Foxglove,398000,3,2,1407,"1 Car, plus Golf Car Garage",,28.95370852,-81.99834218,A,P,,246106
S611.23,1844 DALTON DR,The Village of Belle Aire,Sumter,Beauregard,364900,2,2,1254,"1 Car, plus Golf Car Garage",,28.95936663,-82.00697317,A,P,xDex6roMvSY,245829
S611.73,3111 CARROLLTON CT,The Village of Belle Aire,Sumter,Woodlawn,309000,2,2,1278,"1 Car, plus Golf Car Garage",,28.95862335,-82.00650278,A,P,,245105
S40.47,3217 HAMPTON LN,The Village of Belle Aire,Sumter,Hamilton,369000,3,2,1647,2 Car Garage,,28.95367276,-82.00911151,A,P,,244620
S41.157,3343 ROANOKE ST,The Village of Belle Aire,Sumter,Austin,299000,2,2,1268,"1 Car, plus Golf Car Garage",,28.95738306,-82.01124281,A,P,,246008
S41.243,1807 CAPTIVA CT,The Village of Belle Aire,Sumter,Austin,309000,2,2,1388,"1 Car, plus Golf Car Garage",,28.95848788,-82.01415255,A,P,,245444
L17.5542,520 SEVILLA PL,The Village Mira Mesa,Lake,Corpus Christi III,339900,3,2,1392,2 Car Garage,,28.92731022,-81.94779612,A,P,-pDQfgToGfs,245133
L18.5717,1012 DIEGO CT,The Village Mira Mesa,Lake,Santa Domingo,367000,3,2,1976,2 Car Garage,,28.92472521,-81.94685605,A,P,,245821
L19.5838,1013 DEL MAR DR,The Village Mira Mesa,Lake,Corpus Christi,259000,2,2,1464,2 Car Garage,,28.921611,-81.94703855,A,P,,245028
L19.5921,208 CHULA VISTA AVE,The Village Mira Mesa,Lake,Corpus Christi,299900,2,2,1352,2 Car Garage,,28.92074856,-81.94588902,A,P,,245364
L2.33,1028 NELL WAY,The Village of Orange Blossom Gardens,Lake,LAND,110000,0,0,0,,,28.94754982,-81.94850509,A,P,,245218
L101.1,1243 AVENIDA DE LAS CASAS,The Village of Spanish Springs,Lake,Franciello,635000,3,2.5,2088,"1 Car, plus Golf Car Garage",,28.9417436,-81.9527327,A,P,,244951
L101.7,1255 AVENIDA DE LAS CASAS,The Village of Spanish Springs,Lake,Benissa,543900,2,2,1437,"1 Car, plus Golf Car Garage",,28.94249345,-81.95233732,A,P,,246129
L101.12,1252 AVENIDA DE LAS CASAS,The Village of Spanish Springs,Lake,Franciello,575000,3,2.5,2088,"1 Car, plus Golf Car Garage",,28.94248986,-81.9527557,A,P,,245976
L101.25,1256 MIRA MAR AVE,The Village of Spanish Springs,Lake,Benissa,399000,2,2,1437,"1 Car, plus Golf Car Garage",,28.94276026,-81.95359571,A,P,,244899
L103.8,1062 AVENIDA SONOMA,The Village of Spanish Springs,Lake,Tiago,498000,3,2.5,2271,"1 Car, plus Golf Car Garage",,28.93798209,-81.95036828,A,P,BVh-vAjMw7o,243297
L103.14,1044 AVENIDA SONOMA,The Village of Spanish Springs,Lake,Renata,599400,3,2.5,2244,"1 Car, plus Golf Car Garage",,28.9376281,-81.94957078,A,P,,245225
L103.20,1024 AVENIDA SONOMA,The Village of Spanish Springs,Lake,Renata,580000,3,2.5,2244,"1 Car, plus Golf Car Garage",,28.93727212,-81.94860636,A,P,wM8z-8zPu7Y,245055
S13.52,2052 PALO ALTO AVE,The Village Palo Alto,Sumter,Cancun,620000,3,2,1687,2 Car Garage,,28.93644462,-81.97607995,A,P,,245759
S13.199,2016 SAN LEONARDO WAY,The Village Palo Alto,Sumter,Vera Cruz,449000,3,2,2060,2 Car Garage,,28.93495481,-81.97513281,A,P,,245982
S21.27,2111 GERARDO AVE,The Village Palo Alto,Sumter,Belmont,499500,3,2,2110,2 Car Garage,,28.93921648,-81.9769505,A,P,,245227
S1.121,523 SAN PEDRO DR,The Village Rio Grande,Sumter,Biscayne,259900,2,2,1140,2 Car Garage,,28.92835041,-81.95810365,A,P,,244223
S2.52,729 PALMA DR,The Village Rio Grande,Sumter,El Paso,257000,2,2,1066,,,28.93239303,-81.95552425,A,P,,245719
S2.269,824 MIRANDA WAY,The Village Rio Grande,Sumter,Cozumel III,337000,3,2,1604,2 Car Garage,,28.93527507,-81.95984331,A,P,,244747
S683.8,1339 LAJOLLA CIR,The Village Rio Grande,Sumter,Baja,339000,2,2,1155,"1 Car, plus Golf Car Garage",,28.9274281,-81.95525808,A,P,,245981
S684.59,1327 BALBOA CT,The Village Rio Grande,Sumter,Baja,339000,2,2,1094,"1 Car, plus Golf Car Garage",,28.92684929,-81.95548273,A,P,,245205
S685.36,1330 SANTA ROSA CT,The Village Rio Grande,Sumter,San Angelo,445000,2,2,1344,2 Car Garage,,28.93711142,-81.9572547,A,P,,245958
S685.46,906 SANTA ANNA LN,The Village Rio Grande,Sumter,El Cancun,359900,2,2,1230,2 Car Garage,,28.93738353,-81.95588063,A,P,,245181
S691.19,1528 MARTINEZ DR,The Village Rio Grande,Sumter,El Cancun,549000,2,2,1274,2 Car Garage,,28.9370725,-81.9605345,A,P,PT6uHX1SFiY,245720
S687.52,218 MONTOYA DR,The Village Rio Ponderosa,Sumter,Cottage,200000,1,1,788,"1 Car, plus Golf Car Garage",,28.9215307,-81.96103195,A,P,,245493
S694.21,864 TREVINO TER,The Village Rio Ranchero,Sumter,Las Brisas,424000,2,2,1098,"1 Car, plus Golf Car Garage",Swimming Pool,28.93472998,-81.96411942,A,P,,245575
S28.42,1204 CARVELLO DR,The Village Santiago,Sumter,Stetson,320000,2,2,1248,2 Car Garage,,28.94424781,-81.99851798,A,P,,246130
S28.106,1324 BALLESTEROS DR,The Village Santiago,Sumter,Austin,355000,2,2,1388,"1 Car, plus Golf Car Garage",,28.9462243,-81.99330342,A,P,,245825
S28.133,1201 CARVELLO DR,The Village Santiago,Sumter,Maverick III,310000,3,2,1241,"1 Car, plus Golf Car Garage",,28.94413353,-81.99796459,A,P,CMY6mJPzmuk,246110
S28.144,1224 BALLESTEROS DR,The Village Santiago,Sumter,Austin,297000,2,2,1148,"1 Car, plus Golf Car Garage",,28.94571737,-81.99661968,A,P,0NBpIkpUgtU,244488
S29.136,1417 FIGUEROA ST,The Village Santiago,Sumter,Charlotte,334000,3,2,1454,2 Car Garage,,28.94844715,-81.99180813,A,P,,245834
S30.9,2517 CARIBE DR,The Village Santiago,Sumter,Willow,359000,3,2,1454,2 Car Garage,,28.95185192,-81.99385409,A,P,,246003
S30.202,2712 CASTILLO DR,The Village Santiago,Sumter,Cancun,394900,3,2,1662,2 Car Garage,,28.95061963,-81.99564298,A,P,r1N7LM9W-j0,245198
S606.89,1137 SANTA CRUZ DR,The Village Santiago,Sumter,Mazatlan,319000,2,2,1214,"1 Car, plus Golf Car Garage",,28.94354636,-81.99938992,A,P,,245454
S605.49,2871 BARBOZA DR,The Village Santiago,Sumter,Cabot Cove,328500,2,2,1188,"1 Car, plus Golf Car Garage",,28.94404741,-81.99582326,A,P,,245789
S605.121,2831 BURGOS DR,The Village Santiago,Sumter,Colony,249900,2,2,1156,"1 Car, plus Golf Car Garage",,28.94296519,-81.99806319,A,P,gMw02XyUGEo,244194
S600.24,2140 ESTEVEZ DR,The Village Santo Domingo,Sumter,Cabot Cove,267000,2,2,1143,"1 Car, plus Golf Car Garage",,28.94774007,-81.97684779,A,P,,245506
S600.47,2107 ESCOBAR AVE,The Village Santo Domingo,Sumter,Cabot Cove,289000,2,2,1143,"1 Car, plus Golf Car Garage",,28.94901871,-81.97676449,A,P,,245382
S602.2,1137 ALFREDO AVE,The Village Santo Domingo,Sumter,Las Brisas,299000,2,2,1116,"1 Car, plus Golf Car Garage",,28.94283193,-81.97605018,A,P,,245562
S19.46,2003 CASTANO PL,The Village Santo Domingo,Sumter,Durango,289621,2,2,1361,2 Car Garage,,28.94561452,-81.97426062,A,P,,246188
S19.178,2029 CIPRIANO PL,The Village Santo Domingo,Sumter,Stetson III,324999,3,2,1392,2 Car Garage,,28.9468125,-81.97825663,A,P,4FnFaaTdDpg,245008
S22.202,1310 PINTO LN,The Village Santo Domingo,Sumter,Carolina III,324900,3,2,1527,2 Car Garage,,28.9463637,-81.9727574,A,P,,246071
S25.27,1402 CAMERO DR,The Village Santo Domingo,Sumter,Sausalito,324500,3,2,1904,2 Car Garage,,28.95121129,-81.96789166,A,P,,244382
S25.96,1505 ALCARAZ PL,The Village Santo Domingo,Sumter,Cozumel III,439900,3,2,1634,2 Car Garage,,28.95141385,-81.97158945,A,P,,244229
S25.97,1503 ALCARAZ PL,The Village Santo Domingo,Sumter,Sausalito,324900,3,2,1904,2 Car Garage,,28.95124895,-81.97158974,A,P,,242978
S26.51,1712 AUGUSTINE DR,The Village Santo Domingo,Sumter,Rancho Mirage,699000,3,2,2167,2 Car Garage,,28.94657168,-81.96467861,A,P,,244136
S26.231,1312 MAGANA PL,The Village Santo Domingo,Sumter,Catalina III,369800,3,2,1392,2 Car Garage,,28.94769836,-81.96550094,A,P,,246006
S26.241,1309 MAGANA PL,The Village Santo Domingo,Sumter,Saratoga,345000,2,2,1400,2 Car Garage,,28.9473447,-81.96517014,A,P,0yFSdR0gdTU,245794
L78.26,1206 BOWER LN,Spring Arbor - Family Neighborhood,Lake,Houston,349900,4,2,1868,2 Car Garage,,28.91900127,-81.9515578,A,P,,244599
L78.41,110 SPRING ARBOR LN,Spring Arbor - Family Neighborhood,Lake,Amarillo,374900,3,2,1392,2 Car Garage,Swimming Pool,28.91737797,-81.95238936,A,P,,244881
L3.118,816 ROYAL PALM AVE,The Village of Silver Lake,Lake,Custom Cottage,309900,2,2,1157,"1 Car, plus Golf Car Garage",,28.94103677,-81.94263061,A,P,,245961
L3.253,813 SILVER OAK AVE,The Village of Silver Lake,Lake,Manufactured Home,195000,2,2,960,,,28.94503465,-81.94186106,A,P,,245895
L3.288,822 BEECHWOOD AVE,The Village of Silver Lake,Lake,Pearl,325000,2,2,1340,2 Car Garage,,28.94274515,-81.9417127,A,P,,245449
L3.300,1234 DUSTIN DR,The Village of Silver Lake,Lake,Manufactured Home,179900,2,2,1152,,,28.94409418,-81.94006821,A,P,,245099
L3.330,733 ROYAL PALM AVE,The Village of Silver Lake,Lake,Manufactured Home,159900,2,2,1094,,,28.94342727,-81.94037777,A,P,,244794
L3.352,726 ROYAL PALM AVE,The Village of Silver Lake,Lake,Manufactured Home,169000,2,1,672,,,28.94349357,-81.93972881,A,P,,245807
L5.609,1025 DUSTIN DR,The Village of Silver Lake,Lake,Manufactured Home,218500,2,2,1144,,,28.94052713,-81.93714605,A,P,,245320
L5.643,710 ROSEAPPLE AVE,The Village of Silver Lake,Lake,Manufactured Home,198800,2,2,1232,,,28.94206769,-81.93927963,A,P,,245650
L6.818,1005 MATTHEW AVE,The Village of Silver Lake,Lake,Manufactured Home,194000,2,2,1146,,,28.93894792,-81.93640554,A,P,,244273
L6.820,1009 MATTHEW AVE,The Village of Silver Lake,Lake,Manufactured Home,149000,2,2,768,,,28.93927791,-81.93640481,A,P,,245740
L6.939,513 JASON DR,The Village of Silver Lake,Lake,Manufactured Home,225000,2,2,1144,,,28.94139558,-81.93117305,A,P,,245897
L6.1065,1006 PARKER PL,The Village of Silver Lake,Lake,Manufactured Home,218900,2,2,1144,,,28.94001347,-81.92995654,A,P,,244303
L10.2049,724 TURNBERRY LN,The Village of Silver Lake,Lake,Manufactured Home,199900,2,2,1220,,,28.94789233,-81.93970033,A,P,,245721
L12.3006,717 TANGERINE DR,The Village of Silver Lake,Lake,Manufactured Home,219000,2,2,1332,,,28.94756483,-81.93906898,A,P,_8yMXqM3aV8,245402
L12.3027,748 TURNBERRY LN,The Village of Silver Lake,Lake,Manufactured Home,229900,2,2,1632,,,28.94661602,-81.94053931,A,P,,244684
L12.3075,527 RAINBOW BLVD,The Village of Silver Lake,Lake,Manufactured Home,169900,2,1,936,"1 Car, plus Golf Car Garage",,28.94205686,-81.93384714,A,P,,243667
L12.3096,516 RAINBOW BLVD,The Village of Silver Lake,Lake,Cedar Key,234900,2,2,1144,,,28.94167222,-81.93156812,A,P,,245455
L12.3148,668 RAINBOW BLVD,The Village of Silver Lake,Lake,Manufactured Home,199900,2,2,1092,,,28.94528363,-81.93870962,A,P,,246167
L12.3217,1221 POMPANO LN,The Village of Silver Lake,Lake,Manufactured Home,220000,2,2,1144,,,28.94370568,-81.93103161,A,P,,245448
L12.3249,529 BONITA DR,The Village of Silver Lake,Lake,Manufactured Home,189000,2,2,1248,,,28.94268856,-81.93531539,A,P,,244637
S16.24,603 ESPANA ST,The Village Tierra del Sol,Sumter,Volusia,685000,3,3,2229,"2 Car, plus Golf Car Garage",,28.92950303,-81.97006465,A,P,y_JIriCGT6A,245296
L24.6276,111 PALERMO PL,The Village Valle Verde,Lake,Magnolia,549900,3,2,1983,2 Car Garage,,28.92192013,-81.94364993,A,P,xJ2EtdErDVs,244217
M47.22,9201 SE 177TH SIMONS LN,The Village of Springdale,Marion,Corpus Christi,349900,3,2,1265,"1 Car, plus Golf Car Garage",,28.96320282,-82.00012609,A,P,,245901
M47.87,17846 SE 92ND AMORY AVE,The Village of Springdale,Marion,Amarillo,289000,3,2,1527,2 Car Garage,,28.96200779,-82.00038119,A,P,tjGhFLBQy_E,245877
M47.90,9217 SE 179TH OSAGE PL,The Village of Springdale,Marion,Amarillo,279900,3,2,1392,2 Car Garage,,28.96151853,-82.00023669,A,P,,245686
M47.123,17998 SE 91ST POPLAR TER,The Village of Springdale,Marion,Whispering Pine,390000,3,2,1516,"2 Car, plus Golf Car Garage",,28.96025641,-82.00183049,A,P,QJ6y0nt2ao4,245311
M47.124,17996 SE 91ST POPLAR TER,The Village of Springdale,Marion,Amarillo,334000,3,2,1392,2 Car Garage,,28.96035964,-82.00200942,A,P,,245959
M47.143,17766 SE 91ST POPLAR TER,The Village of Springdale,Marion,Amarillo,309000,3,2,1392,2 Car Garage,,28.96328305,-82.00055613,A,P,TVud9XElqcQ,244570
M47.158,9208 SE 177TH SIMONS LN,The Village of Springdale,Marion,Austin,274000,2,2,1148,"1 Car, plus Golf Car Garage",,28.96283665,-81.99976395,A,P,7686ny1sKQQ,245879
M48.141,17623 SE 93RD BUTLER CT,The Village of Springdale,Marion,Austin,275000,2,2,1148,"1 Car, plus Golf Car Garage",,28.96624235,-81.9980153,A,P,QgyrcWDpuhM,245269
M214.2,9081 SE 177TH BELMONT PL,The Village of Springdale,Marion,Anna Maria,489900,3,2,1650,"1 Car, plus Golf Car Garage",Swimming Pool,28.96367148,-82.00288135,A,P,,246149
M214.20,9110 SE 179TH GRANBURY ST,The Village of Springdale,Marion,Amelia,309900,2,2,1207,"1 Car, plus Golf Car Garage",,28.96171664,-82.00261279,A,P,,244960
M214.88,17884 SE 91ST FREEDOM CT,The Village of Springdale,Marion,Marathon,349900,2,2,1185,"1 Car, plus Golf Car Garage",,28.96190973,-82.00181352,A,P,,245203
M220.38,16966 SE 94TH SUNNYBROOK CIR,The Village of Woodbury,Marion,Colony,275000,2,2,1186,"1 Car, plus Golf Car Garage",,28.97570461,-81.99768197,A,P,,245873
M220.61,16895 SE 94TH SUNNYBROOK CIR,The Village of Woodbury,Marion,Colony,264997,2,2,1160,"1 Car, plus Golf Car Garage",,28.9770216,-81.99701559,A,P,w9ILUl692nI,245385
M49.67,9239 SE 171ST COOPER LOOP,The Village of Woodbury,Marion,Cypress,392900,3,2,1993,2 Car Garage,,28.97167353,-82.0007777,A,P,,245210
M49.95,9161 SE 171ST DRAYTON PL,The Village of Woodbury,Marion,Banyan,325000,3,2,1546,2 Car Garage,,28.97266771,-82.00116475,A,P,,246002
M50.95,17135 SE 93RD TELLFIER TER,The Village of Woodbury,Marion,Banyan,337700,3,2,1662,2 Car Garage,,28.97343524,-81.99729233,A,P,IHP4pYzODKM,246101
M52.53,17088 SE 96TH CHAPELWOOD CIR,The Village of Woodbury,Marion,Amarillo,330000,3,2,1392,,,28.97562866,-81.99476368,A,P,MnPv6KD3B-Y,245997
M215.23,17275 SE 93RD DEMOSS CT,The Village of Woodbury,Marion,Colony,259900,2,2,1160,"1 Car, plus Golf Car Garage",,28.97053543,-81.9978579,A,P,,245777
M232.4,9181 SE 166TH SPRUNG LN,The Village of Woodbury,Marion,Arlington,359000,3,2,1671,"1 Car, plus Golf Car Garage",,28.97947872,-82.00153608,A,P,,244525
M232.96,9093 SE 167TH FORD ST,The Village of Woodbury,Marion,Montclair,359000,3,2,1700,"1 Car, plus Golf Car Garage",,28.97888132,-82.00294124,A,P,,245234
M44.114,17946 SE 85TH CAUSTON CT,The Village of Piedmont,Marion,Hibiscus,565000,3,2,1918,2 Car Garage,Swimming Pool,28.96099427,-82.01156192,A,P,,245739
M45.128,17953 SE 83RD RAWCLIFFE CT,The Village of Piedmont,Marion,Corpus Christi,322000,3,2,1265,"1 Car, plus Golf Car Garage",,28.96148426,-82.01406492,A,P,kjbWZKEM5w0,245758
M216.17,8495 SE 177TH TREMONT ST,The Village of Piedmont,Marion,Bonita,339900,3,2,1430,"1 Car, plus Golf Car Garage",,28.96462752,-82.01258312,A,P,,243494
M221.59,17421 SE 81ST NEWBERRY CT,The Village of Chatham,Marion,Colony,249900,2,2,1179,"1 Car, plus Golf Car Garage",,28.96878268,-82.01764894,A,P,,244988
M59.113,8050 SE 174TH LUDLOW PL,The Village of Chatham,Marion,Amarillo,309900,3,2,1392,2 Car Garage,,28.9680616,-82.01931458,A,P,,245932
M61.50,17345 SE 74TH SEABROOK CT,The Village of Chatham,Marion,Austin,279900,2,2,1208,"1 Car, plus Golf Car Garage",,28.9700577,-82.02892574,A,P,,245726
M62.176,7320 SE 173RD ARLINGTON LOOP,The Village of Chatham,Marion,Whispering Pine,359900,3,2,1532,2 Car Garage,,28.96880625,-82.03176062,A,P,,244712
