ULIKey,Address,Village,County,Model,Price,Bedrooms,Baths,SquareFeet,Garage,Pool,Latitude,Longitude,Status,SaleType,YouTubeVideoId,VLSNumber
L11.2760,602 SAINT ANDREWS CIR,The Village of Country Club Hills,Lake,Site Built,424900,2,2,1394,3 Car Garage,Swimming Pool,28.95257942,-81.93321777,A,P,,250050
L11.2819,1601 PINEHURST DR,The Village of Country Club Hills,Lake,Manufactured Home,239900,2,2,1688,,,28.95256409,-81.93614947,A,P,,249239
L13.3323,1423 W SCHWARTZ BLVD,The Village of Country Club Hills,Lake,Corpus Christi,299500,2,2,1455,2 Car Garage,,28.95104495,-81.95182309,A,P,,249673
L13.3400,1124 PARADISE DR,The Village of Country Club Hills,Lake,Daytona,229900,2,2,1040,,,28.9519248,-81.95212653,A,P,,250099
L13.3426,1149 PARADISE DR,The Village of Country Club Hills,Lake,Manufactured Home,239000,2,2,1542,,,28.95180055,-81.95398099,A,P,,250538
S5.34,1615 CARRERA DR,The Village de La Vista,Sumter,San Miguel III,615000,3,2,1464,3 Car Garage,,28.92526777,-81.96214587,A,P,5cxh9-aU-FQ,250807
S14.31,625 SAN MARINO DR,The Village de La Vista,Sumter,Catalina III,387711,3,2,1587,2 Car Garage,,28.93028314,-81.9626109,A,P,,247007
S14.35,617 SAN MARINO DR,The Village de La Vista,Sumter,Vera Cruz,422000,3,2,1864,2 Car Garage,,28.92993923,-81.96197659,A,P,,248521
S690.29,1676 GARCIA CT,The Village de La Vista,Sumter,Baja,249000,2,2,920,"1 Car, plus Golf Car Garage",,28.92343609,-81.96541009,A,P,,250799
S690.52,304 GUIDO AVE,The Village de La Vista,Sumter,Baja,325000,2,2,1334,"1 Car, plus Golf Car Garage",,28.92369641,-81.96513328,A,P,,250357
S695.119,1703 SONORA ST,The Village de La Vista,Sumter,Colony,239900,2,2,1121,"1 Car, plus Golf Car Garage",,28.92613636,-81.96546952,A,P,,250789
L16.5297,843 CORTEZ AVE,The Village El Cortez,Lake,Site Built,335900,2,2,1352,,,28.93359508,-81.94680555,A,P,,250592
S33.20,1413 OAK FOREST DR,The Village of Glenbrook,Sumter,Carolina III,344000,3,2,1572,2 Car Garage,,28.94822134,-82.00146623,A,P,,249873
S33.48,1637 OAK FOREST DR,The Village of Glenbrook,Sumter,Volusia,698500,3,2,1951,2 Car Garage,,28.9512844,-82.003109,A,P,79MjmTZjPGU,250615
S33.231,3160 HILLSIDE LN,The Village of Glenbrook,Sumter,Bradford,749500,3,2,2044,2 Car Garage,Swimming Pool,28.94601195,-82.00601749,A,P,,250315
S34.206,3001 EGERTON PL,The Village of Glenbrook,Sumter,Charlotte,347900,3,2,1527,2 Car Garage,,28.94304544,-82.00109364,A,P,,250804
S37.92,1259 NILES CT,The Village of Glenbrook,Sumter,Dogwood,389900,3,2,1706,2 Car Garage,,28.94395281,-82.00771696,A,P,,250779
S37.154,1288 DEERFIELD LN,The Village of Glenbrook,Sumter,Madison,416900,2,2,1894,2 Car Garage,,28.94572032,-82.00907059,A,P,,250361
S9.49,1162 SAN JUAN DR,The Village Hacienda,Sumter,Sedona III,460000,3,2,1458,2 Car Garage,,28.94342447,-81.95733999,A,P,HRW6364OhEc,250267
S9.141,1214 SAN BERNADINO WAY,The Village Hacienda,Sumter,La Costa,335000,2,2,1613,2 Car Garage,,28.94435599,-81.95997847,A,P,,249881
S9.183,1514 CERVANTES PL,The Village Hacienda,Sumter,Rancho Mirage,625000,3,2,2308,2 Car Garage,,28.94576341,-81.96123724,A,P,,250690
S844.14,1227 CADIZ TER,The Village Hacienda,Sumter,Charlotte,575000,3,2,1497,2 Car Garage,,28.94393464,-81.96294253,A,P,,248973
S844.20,1238 CADIZ TER,The Village Hacienda,Sumter,Arlington,699900,3,2,1664,2 Car Garage,Swimming Pool,28.94440627,-81.96308244,A,P,,249721
L22.6066,918 VENTURA DR,The Village La Reynalda,Lake,Catalina III,369500,3,2,1812,"2 Car, plus Golf Car Garage",,28.92531612,-81.94386163,A,P,,249396
S609.100,3033 MACON CT,The Village of Belle Aire,Sumter,Belvidere,495000,3,2,1576,"1 Car, plus Golf Car Garage",Swimming Pool,28.9594043,-82.00407266,A,P,k8gUBBWucjg,250328
S611.34,1866 DALTON DR,The Village of Belle Aire,Sumter,Beauregard,374000,2,2,1207,"1 Car, plus Golf Car Garage",,28.95878608,-82.00551577,A,P,,250800
S40.16,1581 NORFOLK AVE,The Village of Belle Aire,Sumter,Volusia,895000,3,2,1909,2 Car Garage,,28.95236732,-82.00784544,A,P,0l34ZI6sxFw,250227
S40.17,1573 NORFOLK AVE,The Village of Belle Aire,Sumter,Volusia,919000,3,2,1871,2 Car Garage,Swimming Pool,28.95214253,-82.00790148,A,P,IuouIJlI89I,250043
S40.45,3233 HAMPTON LN,The Village of Belle Aire,Sumter,Flagler,389900,3,2,2044,2 Car Garage,,28.95353307,-82.00948311,A,P,,250732
S41.93,3436 RICHMOND DR,The Village of Belle Aire,Sumter,Austin,299500,2,2,1148,"1 Car, plus Golf Car Garage",,28.95785292,-82.01366869,A,P,,248147
S41.140,3264 ROANOKE ST,The Village of Belle Aire,Sumter,Stetson III,350000,3,2,1392,2 Car Garage,,28.95606491,-82.00915286,A,P,,250486
S41.206,1837 NAPLES PL,The Village of Belle Aire,Sumter,Stetson III,329900,3,2,1527,2 Car Garage,,28.95935562,-82.01271293,A,P,,250186
L17.5432,1117 SAN REMO LN,The Village Mira Mesa,Lake,Corpus Christi,269900,2,2,1383,2 Car Garage,,28.92878488,-81.94976682,A,P,hzf5DL6_4MI,250568
L19.5930,309 CHULA VISTA AVE,The Village Mira Mesa,Lake,Modified Designer,349000,3,2,1550,2 Car Garage,,28.92153634,-81.94534103,A,P,,250062
L1.48,1027 ALOHA WAY,The Village of Orange Blossom Gardens,Lake,Manufactured Home,269900,2,2,1388,"1 Car, plus Golf Car Garage",,28.94660572,-81.94724296,A,P,,250430
L1.60,1311 PARADISE DR,The Village of Orange Blossom Gardens,Lake,Manufactured Home,278900,2,2,1138,,,28.94517897,-81.94826839,A,P,,249878
L13.3260,1411 LINDSEY LN,The Village of Orange Blossom Gardens,Lake,Manufactured Home,219000,2,2,1296,,,28.9486768,-81.94636602,A,P,,250494
S12.10,1810 PALO ALTO AVE,The Village Palo Alto,Sumter,Austin,289727,2,2,1076,"1 Car, plus Golf Car Garage",,28.93784312,-81.96898951,A,P,,250726
S35.78,3243 MANSFIELD ST,The Village of Polo Ridge,Sumter,About Time,299711,2,2,1156,"1 Car, plus Golf Car Garage",,28.93091054,-82.00917612,A,P,,249278
S35.130,3224 ROSWELL RD,The Village of Polo Ridge,Sumter,Austin,324750,2,2,1148,"1 Car, plus Golf Car Garage",,28.93180776,-82.0082687,A,P,,250416
S36.119,3134 ROSWELL RD,The Village of Polo Ridge,Sumter,Magnolia,874000,3,2,2098,"2 Car, plus Golf Car Garage",Swimming Pool,28.9307019,-82.00527297,A,P,tXQy7BHwU-c,250630
S36.161,3147 MANSFIELD ST,The Village of Polo Ridge,Sumter,Hillsborough,425000,3,2,2022,"2 Car, plus Golf Car Garage",,28.92989114,-82.00621319,A,P,,248701
S36.181,816 ARCHER AVE,The Village of Polo Ridge,Sumter,Hillsborough,429900,3,2,1892,2 Car Garage,,28.93493788,-82.00246077,A,P,,250386
S608.62,3121 ARCHER AVE,The Village of Polo Ridge,Sumter,Richmond,499000,2,2,1316,"1 Car, plus Golf Car Garage",,28.93670083,-82.00471188,A,P,,250132
S3.33,917 RAMOS DR,The Village Rio Grande,Sumter,Santa Domingo,649000,3,2,2082,"2 Car, plus Golf Car Garage",,28.93645885,-81.96230802,A,P,Qmxj3zRH5uQ,250702
S685.14,1305 SANTA MARIA AVE,The Village Rio Grande,Sumter,El Cancun,439000,2,2,1686,2 Car Garage,,28.93791869,-81.95595746,A,P,,249322
S10.152,817 CAMINO DEL REY DR,The Village Rio Ranchero,Sumter,Stetson III,263000,3,2,1527,2 Car Garage,,28.93506111,-81.96477612,A,P,,250355
S29.35,2417 TAMARINDO DR,The Village Santiago,Sumter,Annandale,499900,3,2,1540,2 Car Garage,,28.95006568,-81.98545888,A,P,,250314
S30.137,1419 ARREDONDO DR,The Village Santiago,Sumter,Carolina III,329000,3,2,1527,2 Car Garage,,28.95121458,-81.99326888,A,P,,249429
S606.33,1102 LIENDO LN,The Village Santiago,Sumter,San Lucas,359000,2,2,1146,"1 Car, plus Golf Car Garage",,28.9420383,-81.99863343,A,P,s16RcpXZVMg,250260
S606.47,1130 SANTA CRUZ DR,The Village Santiago,Sumter,Las Brisas,274800,2,2,1079,"1 Car, plus Golf Car Garage",,28.94296588,-81.99976047,A,P,,250470
S606.66,1221 SANTA CRUZ DR,The Village Santiago,Sumter,San Lucas,290000,2,2,1174,"1 Car, plus Golf Car Garage",,28.94510735,-81.9996752,A,P,,249157
S606.92,1131 SANTA CRUZ DR,The Village Santiago,Sumter,San Lucas,339000,2,2,1257,"1 Car, plus Golf Car Garage",Swimming Pool,28.9431958,-81.99936291,A,P,,250830
S605.79,2801 SALAMANCA ST,The Village Santiago,Sumter,Colony,269000,2,2,1156,"1 Car, plus Golf Car Garage",,28.94354315,-81.99615634,A,P,,250414
S607.97,1402 CONCHAS DR,The Village Santiago,Sumter,Summerland,319000,2,2,1146,,,28.94916913,-81.99966564,A,P,,250249
S19.81,2001 CRISTO RD,The Village Santo Domingo,Sumter,Maverick,299900,2,2,1075,"1 Car, plus Golf Car Garage",,28.94609563,-81.97463781,A,P,,250350
S19.100,2014 CORDERO CT,The Village Santo Domingo,Sumter,Austin,289000,2,2,1148,"1 Car, plus Golf Car Garage",,28.94588764,-81.97595442,A,P,,250489
S19.136,2003 CLAUDIO LN,The Village Santo Domingo,Sumter,Austin,305000,2,2,1076,"1 Car, plus Golf Car Garage",,28.94706369,-81.97568081,A,P,,250078
S20.68,1135 SALIDO AVE,The Village Santo Domingo,Sumter,Cancun,359000,3,2,1625,2 Car Garage,,28.94298512,-81.97783277,A,P,yDOWb2gELF8,249882
S22.240,1211 EL ESPARZA LN,The Village Santo Domingo,Sumter,Sedona III,309500,3,2,1437,2 Car Garage,,28.94528373,-81.97236049,A,P,,250441
S23.166,2131 MARGARITA DR,The Village Santo Domingo,Sumter,Sedona II,307990,2,2,1419,2 Car Garage,,28.94990932,-81.98051568,A,P,,250741
S23.180,1511 AQUINO LN,The Village Santo Domingo,Sumter,Sedona III,325000,3,2,1437,2 Car Garage,,28.95152825,-81.98113985,A,P,,249809
S25.67,1728 ENRIQUE DR,The Village Santo Domingo,Sumter,La Paloma III,675000,3,2,2138,2 Car Garage,Swimming Pool,28.95058416,-81.96727431,A,P,,248876
S26.91,1913 AUGUSTINE DR,The Village Santo Domingo,Sumter,Saratoga III,339900,3,2,1451,2 Car Garage,,28.94814556,-81.97189726,A,P,,250122
S26.143,1308 GALINDO PL,The Village Santo Domingo,Sumter,Cancun,429000,3,2,1647,2 Car Garage,,28.94809652,-81.96855802,A,P,,250115
L78.27,1204 BOWER LN,Spring Arbor - Family Neighborhood,Lake,Hibiscus,549900,5,3,2301,2 Car Garage,Swimming Pool,28.91899019,-81.95117777,A,P,zwst28yEhhg,249853
L78.49,108 CHERRY BLOSSOM LN,Spring Arbor - Family Neighborhood,Lake,Houston,349000,4,2,1754,2 Car Garage,,28.91703453,-81.95352848,A,P,,249926
L3.95,916 BEECHWOOD AVE,The Village of Silver Lake,Lake,Manufactured Home,229900,4,2,1344,,,28.9416934,-81.9429925,A,P,,249906
L3.238,832 SILVER OAK AVE,The Village of Silver Lake,Lake,Manufactured Home,219500,2,2,1567,,,28.94640634,-81.94130407,A,P,,249719
L3.290,818 BEECHWOOD AVE,The Village of Silver Lake,Lake,Paradise Found,269900,2,2,1092,"1 Car, plus Golf Car Garage",,28.94289792,-81.94137391,A,P,,249792
L3.357,716 ROYAL PALM AVE,The Village of Silver Lake,Lake,Colony,259500,2,2,1157,"1 Car, plus Golf Car Garage",,28.94396944,-81.93897445,A,P,,250714
L3.361,708 ROYAL PALM AVE,The Village of Silver Lake,Lake,Manufactured Home,184900,2,2,1008,,,28.94399356,-81.93820376,A,P,eiSyRoPZ-iA,250689
L4.425,921 TARRSON BLVD,The Village of Silver Lake,Lake,Manufactured Home,239900,2,2,1284,,,28.9426158,-81.94488413,A,P,,250364
L5.662,715 JASON DR,The Village of Silver Lake,Lake,Manufactured Home,189900,2,2,960,,,28.94123419,-81.93897667,A,P,,250691
L5.691,1112 DUSTIN DR,The Village of Silver Lake,Lake,Sandpiper,309995,3,2,1426,"1 Car, plus Golf Car Garage",,28.94250612,-81.93757252,A,P,,250255
L5.718,1107 DUSTIN DR,The Village of Silver Lake,Lake,Manufactured Home,160000,2,2,1092,,,28.94200528,-81.93713383,A,P,,250391
L6.820,1009 MATTHEW AVE,The Village of Silver Lake,Lake,Manufactured Home,145000,2,2,768,,,28.93927791,-81.93640481,A,P,,250528
L6.871,609 TARRSON BLVD,The Village of Silver Lake,Lake,Manufactured Home,209900,2,2,1295,,,28.93872058,-81.93488886,A,P,,249791
L6.911,508 JASON DR,The Village of Silver Lake,Lake,Manufactured Home,189000,2,2,884,,,28.94100893,-81.9309063,A,P,,250223
L6.925,536 JASON DR,The Village of Silver Lake,Lake,Manufactured Home,179900,2,2,960,,,28.9408613,-81.93363081,A,P,,250767
L6.1065,1006 PARKER PL,The Village of Silver Lake,Lake,Manufactured Home,217400,2,2,1144,,,28.94001347,-81.92995654,A,P,,250221
L12.3069,539 RAINBOW BLVD,The Village of Silver Lake,Lake,Manufactured Home,209900,2,2,1448,,,28.94205736,-81.93499502,A,P,,250334
L12.3070,537 RAINBOW BLVD,The Village of Silver Lake,Lake,Manufactured Home,205000,2,2,1478,,,28.94205636,-81.93478501,A,P,,250218
L12.3248,527 BONITA DR,The Village of Silver Lake,Lake,Coronado,289000,2,2,1277,2 Car Garage,,28.94268866,-81.93512782,A,P,,248886
M53.66,17507 SE 88TH COVINGTON CIR,The Village of Springdale,Marion,Natchez,649000,3,2,2593,"2 Car, plus Golf Car Garage",,28.96662066,-82.00646314,A,P,oIskgTrtDZg,250212
M53.80,17640 SE 86TH BRIARCLIFFE CT,The Village of Springdale,Marion,Natchez,749000,3,2,2293,3 + Car Garage,,28.96572722,-82.00954985,A,P,1MlRF3Zj02E,249505
M53.110,17574 SE 88TH COVINGTON CIR,The Village of Springdale,Marion,Natchez,885000,3,2,2293,3 Car Garage>..<3 + Car Garage,,28.96469605,-82.00842498,A,P,,250474
M46.44,17609 SE 90TH CLEMSON CIR,The Village of Springdale,Marion,Hibiscus,379500,3,2,1917,,,28.96409895,-82.0056835,A,P,,248942
M48.1,17608 SE 92ND GRANTHAM TER,The Village of Springdale,Marion,Whispering Pine,365900,3,2,1500,2 Car Garage,,28.96590662,-82.00028247,A,P,,250417
M214.98,17831 SE 91ST GAYLARK AVE,The Village of Springdale,Marion,Marathon,289999,2,2,1283,"1 Car, plus Golf Car Garage",,28.96251519,-82.00164767,A,P,,249949
M50.38,9345 SE 171ST LE FLORE LN,The Village of Woodbury,Marion,Maple,319700,3,2,1446,2 Car Garage,,28.97264012,-81.99828732,A,P,,250384
M52.37,9595 SE 171ST ARGYLL ST,The Village of Woodbury,Marion,Amarillo,389900,3,2,1392,2 Car Garage,,28.97535384,-81.99420164,A,P,DFCy8NfAFLc,249620
M52.40,9565 SE 171ST ARGYLL ST,The Village of Woodbury,Marion,Amarillo,299000,3,2,1392,2 Car Garage,,28.97535459,-81.99476363,A,P,nuzPW7sJ5wE,249382
M52.179,9621 SE 168TH MAPLESONG LN,The Village of Woodbury,Marion,Amarillo,306000,3,2,1392,2 Car Garage,,28.97672524,-81.99363667,A,P,,249912
M232.68,16806 SE 91ST PHILLIPS CT,The Village of Woodbury,Marion,Winslow,449900,3,2,1714,"1 Car, plus Golf Car Garage",,28.97753484,-82.00270885,A,P,lPTEIB-FBHY,248541
M44.192,17964 SE 88TH GRIMBALL AVE,The Village of Piedmont,Marion,Whispering Pine,525000,3,2,1684,2 Car Garage,,28.96047352,-82.00733306,A,P,,250518
M44.301,17835 SE 88TH GRIMBALL AVE,The Village of Piedmont,Marion,Whispering Pine,332000,3,2,1600,2 Car Garage,,28.96268765,-82.00734308,A,P,,250602
M216.75,17717 SE 84TH PEYTON CT,The Village of Piedmont,Marion,Bonita,325000,3,2,1430,"1 Car, plus Golf Car Garage",,28.96417167,-82.0135604,A,P,,250685
M217.37,17498 SE 82ND ROSLYN CT,The Village of Piedmont,Marion,Cabot Cove,459000,2,2,1539,"1 Car, plus Golf Car Garage",Swimming Pool,28.96756651,-82.0164117,A,P,,250712
M217.42,17448 SE 82ND ROSLYN CT,The Village of Piedmont,Marion,Colony,245000,2,2,1179,"1 Car, plus Golf Car Garage",,28.9681624,-82.01655604,A,P,,249336
M217.62,17435 SE 82ND ROSLYN CT,The Village of Piedmont,Marion,Colony,278589,2,2,1163,"1 Car, plus Golf Car Garage",,28.96839744,-82.01617978,A,P,,250724
M221.52,17463 SE 81ST NEWBERRY CT,The Village of Chatham,Marion,Colony,259000,2,2,1163,"1 Car, plus Golf Car Garage",,28.96801904,-82.0175457,A,P,,249501
M59.29,8109 SE 174TH BELHAVEN LOOP,The Village of Chatham,Marion,Amarillo,379600,3,2,1623,2 Car Garage,,28.96724149,-82.02030351,A,P,,250136
M59.72,7999 SE 174TH BELHAVEN LOOP,The Village of Chatham,Marion,Amarillo,334900,3,2,1392,2 Car Garage,,28.9690898,-82.01893226,A,P,,249680
M59.98,8053 SE 174TH LUDLOW PL,The Village of Chatham,Marion,Amarillo,349000,3,2,1527,2 Car Garage,,28.96844576,-82.01924622,A,P,,250537
M62.220,17430 SE 72ND DEER RUN AVE,The Village of Chatham,Marion,Hibiscus,424900,3,2,1981,2 Car Garage,,28.96858801,-82.03344229,A,P,,250204
M63.47,7100 SE 172ND HAZELWOOD LOOP,The Village of Chatham,Marion,Live Oak,977711,3,2,2540,"2 Car, plus Golf Car Garage",Swimming Pool,28.97275216,-82.03153754,A,P,,250149
M57.20,16846 SE 80TH BELLAVISTA CIR,The Village of Calumet Grove,Marion,Whispering Pine,549900,3,2,1906,2 Car Garage,,28.97923961,-82.02101376,A,P,,248740
M225.78,7613 SE 170TH LONGVIEW LN,The Village of Calumet Grove,Marion,Woodlawn,319900,2,2,1158,"1 Car, plus Golf Car Garage",,28.97400139,-82.02644826,A,P,,250569
M227.33,17145 SE 76TH BOXBURY CT,The Village of Calumet Grove,Marion,Marathon,274900,2,2,1168,"1 Car, plus Golf Car Garage",,28.97330705,-82.02598213,A,P,,247826
M55.24,17278 SE 85TH WILLOWICK CIR,The Village of Briar Meadow,Marion,Live Oak,649897,3,2,2084,"2 Car, plus Golf Car Garage",,28.97028942,-82.00810307,A,P,arDT8ah_V1M,250059
M229.15,8712 SE 166TH BIRCHBROOK LOOP,The Village of Briar Meadow,Marion,Foxglove,399987,3,2,1419,"1 Car, plus Golf Car Garage",,28.97929789,-82.00914107,A,P,,249844
M228.3,16595 SE 85TH LANGHAM CT,The Village of Briar Meadow,Marion,Grantham,415000,3,2,1670,"1 Car, plus Golf Car Garage",,28.98065797,-82.01127596,A,P,,249541
M228.6,16625 SE 85TH LANGHAM CT,The Village of Briar Meadow,Marion,Woodlawn,315000,2,2,1181,"1 Car, plus Golf Car Garage",,28.98037348,-82.01163849,A,P,,250673
M218.1,17339 SE 84TH FOXGROVE AVE,The Village of Briar Meadow,Marion,Stoneybrook,1250000,3,3,3693,2 Car Garage,Swimming Pool,28.97005638,-82.01346838,A,P,,250140
S67.98,982 KINGMONT TER,The Village of Summerhill,Sumter,Amarillo,339900,3,2,1392,2 Car Garage,,28.93771745,-82.00939317,A,P,,250202
S67.162,3722 AUBURNDALE AVE,The Village of Summerhill,Sumter,Banyan,409900,3,2,1668,2 Car Garage,,28.93952544,-82.00822206,A,P,,250137
S68.77,3507 AUBURNDALE AVE,The Village of Summerhill,Sumter,Laredo,279000,2,2,1100,"1 Car, plus Golf Car Garage",,28.94115043,-82.01562943,A,P,,249084
S632.31,3490 CAMBRIA CIR,The Village of Summerhill,Sumter,Colony,289900,2,2,1156,"1 Car, plus Golf Car Garage",,28.93233028,-82.01471568,A,P,,250819
S73.39,848 CASTLEBERRY CIR,The Village of Bonnybrook,Sumter,Gardenia,725000,3,2,2100,"2 Car, plus Golf Car Garage",,28.91628259,-82.00095499,A,P,mEN6CEwQzRM,249657
S75.28,2206 HIGH POINT DR,The Village of Bonnybrook,Sumter,Royal Palm,444000,3,2,2015,2 Car Garage,,28.9166614,-82.0083447,A,P,,249863
S75.106,2459 AMBLER CIR,The Village of Bonnybrook,Sumter,Modified Designer,429000,3,2,1820,2 Car Garage,,28.9194112,-82.01138799,A,P,,250770
S641.31,2027 AVERY PL,The Village of Bonnybrook,Sumter,Foxglove,354000,3,2,1407,"1 Car, plus Golf Car Garage",,28.92128509,-82.00329123,A,P,,250703
S236.6,2494 GREENHILL TRL,The Village of Belvedere,Sumter,Bonita,379900,3,2,1423,"1 Car, plus Golf Car Garage",,28.92256161,-82.01618061,A,P,,249967
S236.37,412 CALVERT TER,The Village of Belvedere,Sumter,Marathon,289900,2,2,1148,"1 Car, plus Golf Car Garage",,28.92333613,-82.01637576,A,P,,250331
S79.90,546 FOXFIELD PATH,The Village of Belvedere,Sumter,Camellia,499000,3,2,1875,"2 Car, plus Golf Car Garage",,28.92017249,-82.02705062,A,P,dGgJQOarkFQ,248520
S80.66,649 RAVENEL CT,The Village of Belvedere,Sumter,Bougainvillea,373000,3,2,1392,2 Car Garage,,28.91757538,-82.02242141,A,P,,249969
S242.65,2614 ASCOT LOOP,The Village of Belvedere,Sumter,Colony,269900,2,2,1156,"1 Car, plus Golf Car Garage",,28.92171617,-82.01958162,A,P,,250445
S72.98,1993 HARTFORD PATH,The Village of Bridgeport at Lake Miona,Sumter,Natchez,874900,3,2,2616,"2 Car, plus Golf Car Garage",Swimming Pool,28.90991623,-82.0020456,A,P,5nhvKYqBzg4,247210
S70.37,405 KINGSTON WAY,The Village of Winifred,Sumter,Oleander,425000,3,2,1647,"2 Car, plus Golf Car Garage",,28.92361672,-82.00254104,A,P,,249249
S70.287,628 SHALIMAR ST,The Village of Winifred,Sumter,Bougainvillea,369000,3,2,1416,2 Car Garage,,28.91819998,-81.99652062,A,P,,249324
S71.227,740 WINIFRED WAY,The Village of Winifred,Sumter,Cypress,449000,3,2,1861,2 Car Garage,,28.91555208,-81.99513508,A,P,,250238
S649.57,2344 RILEY RD,The Village of Ashland,Sumter,Colony,309000,2,2,1156,"1 Car, plus Golf Car Garage",,28.90934751,-82.01201432,A,P,,250585
S82.57,2118 KAYLEE DR,The Village of Ashland,Sumter,Gardenia,475000,3,2,2114,,,28.91578781,-82.00451459,A,P,,249114
S83.127,921 BARRYMOORE LOOP,The Village of Ashland,Sumter,Amarillo,365000,3,2,1572,2 Car Garage,,28.90943418,-82.00524605,A,P,,249797
S648.3,2134 JASPER WAY,The Village of Ashland,Sumter,Anna Maria,498800,3,2,1605,"1 Car, plus Golf Car Garage",,28.91268933,-82.00609118,A,P,SJ4vVak4qL4,250383
S648.17,2068 BURROUGHS RD,The Village of Ashland,Sumter,Anna Maria,397000,3,2,1605,"1 Car, plus Golf Car Garage",,28.91184021,-82.00462257,A,P,,249647
S85.89,737 WILLINGTON WAY,The Village of Lynnhaven,Sumter,Whispering Pine,469900,3,2,1500,2 Car Garage,,28.9159062,-82.01113959,A,P,,250654
S651.19,2739 COLLINGTON DR,The Village of Lynnhaven,Sumter,Colony,260000,2,2,1156,"1 Car, plus Golf Car Garage",,28.91446861,-82.02328805,A,P,,249953
S651.20,2743 COLLINGTON DR,The Village of Lynnhaven,Sumter,Colony,279900,2,2,1156,"1 Car, plus Golf Car Garage",,28.91447015,-82.02342436,A,P,,249724
S651.53,2689 CRAVEN WAY,The Village of Lynnhaven,Sumter,Colony,299000,2,2,1156,"1 Car, plus Golf Car Garage",,28.91387823,-82.0216691,A,P,0S3VW6alrEo,250233
S91.115,1519 FENIMORE LN,The Village of Sunset Pointe,Sumter,Gardenia,599000,3,2,1927,2 Car Garage,Swimming Pool,28.89663699,-81.98933785,A,P,,249556
S92.77,1706 NELSON TER,The Village of Sunset Pointe,Sumter,Lantana,929900,3,2,2505,"2 Car, plus Golf Car Garage",Swimming Pool,28.89803291,-81.99456856,A,P,JJDUpgTzRl4,250413
S99.7,2015 SOUTHFIELD DR,The Village of Poinciana,Sumter,Oleander,477000,3,2,1891,"2 Car, plus Golf Car Garage",,28.88440752,-81.99201033,A,P,YXsd1xMT8RY,249897
